dde;Dde_0002;0.50550425;0.49490407;E
dde;Dde_0011;0.5045943;0.49583137;E
dde;Dde_0012;0.506316;0.49408245;E
dde;Dde_0044;0.50839424;0.491984;E
dde;Dde_0045;0.53158647;0.4682713;E
dde;Dde_0066;0.4962625;0.5042616;NE
dde;Dde_0113;0.5084583;0.4919198;E
dde;Dde_0172;0.49742752;0.50307345;NE
dde;Dde_0177;0.49479055;0.50573903;NE
dde;Dde_0196;0.5030156;0.49742788;E
dde;Dde_0228;0.5115826;0.48873487;E
dde;Dde_0247;0.5076905;0.49269643;E
dde;Dde_0502;0.4980553;0.50243634;NE
dde;Dde_0546;0.49750537;0.50299466;NE
dde;Dde_0560;0.50141543;0.49905574;E
dde;Dde_0628;0.49362612;0.506916;NE
dde;Dde_1032;0.49938837;0.50108624;NE
dde;Dde_1038;0.5017677;0.4986987;E
dde;Dde_1039;0.50623924;0.49416703;E
dde;Dde_1042;0.50004476;0.50043565;E
dde;Dde_1043;0.5112935;0.48903346;E
dde;Dde_1044;0.50028324;0.5001963;E
dde;Dde_1125;0.4906421;0.509883;NE
dde;Dde_1126;0.4910151;0.5095198;NE
dde;Dde_1129;0.502906;0.49754325;E
dde;Dde_1136;0.4963078;0.5042159;NE
dde;Dde_1273;0.51650363;0.48369053;E
dde;Dde_1409;0.50661415;0.49378145;E
dde;Dde_1439;0.5013438;0.4991251;E
dde;Dde_1452;0.49828464;0.5022024;NE
dde;Dde_1496;0.51676494;0.4834241;E
dde;Dde_1517;0.500547;0.4999262;E
dde;Dde_1542;0.51013947;0.49020755;E
dde;Dde_1638;0.49954146;0.5009326;NE
dde;Dde_1639;0.50594383;0.4944554;E
dde;Dde_1726;0.49864933;0.50183606;NE
dde;Dde_1765;0.51840657;0.4817398;E
dde;Dde_1792;0.50299597;0.49745208;E
dde;Dde_1793;0.5038974;0.49653286;E
dde;Dde_2001;0.5029954;0.49745348;E
dde;Dde_2004;0.5015788;0.49889168;E
dde;Dde_2028;0.5260279;0.47395402;E
dde;Dde_2033;0.50348026;0.49696228;E
dde;Dde_2091;0.50655276;0.49384668;E
dde;Dde_2093;0.5049089;0.49551207;E
dde;Dde_2121;0.4999504;0.5005256;NE
dde;Dde_2126;0.5039285;0.49650535;E
dde;Dde_2142;0.50372714;0.49670476;E
dde;Dde_2196;0.5026917;0.49775717;E
dde;Dde_2200;0.50251585;0.49794295;E
